uri,page,notation,prefLabel,definition,scopeNote,inScheme,status,version,language,creator,license
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/institutional-rewording/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/institutional-rewording/,ssa:institutional-rewording,Institutional Rewording,When a person in authority rewords your lived experience to suit the narrative of institutional control.,Erasure by Language Refinement,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/co-opted-patterns/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/invisible-ip-theft/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/invisible-ip-theft/,ssa:invisible-ip-theft,Invisible IP Theft,"When frameworks, toolkits, or language appear in new systems that mirror community-created work—but with no credit, backlinks, or citation trail. Authorship becomes untraceable, yet the architecture remains.",Ideas Taken Without Traceable Links,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/digital-extraction/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/jurisdictional-deflection/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/jurisdictional-deflection/,ssa:jurisdictional-deflection,Jurisdictional Deflection,"The shifting of responsibility between departments, commissions, providers, jurisdictions or governance bodies so that no single actor becomes fully accountable. Jurisdictional Deflection is not the same as a legitimate referral. The harm occurs when referral happens without continuity, ownership, warm handover or traceable accountability.",When Every Agency Says It Belongs to Someone Else,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/legislation-laundering/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/legislation-laundering/,ssa:legislation-laundering,Legislation Laundering,"The creation or layering of overlapping legislation, frameworks, agreements, standards, strategies, action plans and procedural systems in ways that obscure responsibility, diffuse accountability or prevent meaningful implementation. Legislation Laundering often creates the appearance of reform while making the actual governance landscape too fragmented, technical or contradictory for affected communities to navigate.",When Accountability Is Buried Under Frameworks,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/legitimacy-deficit/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/legitimacy-deficit/,ssa:legitimacy-deficit,Legitimacy Deficit,When the value of your lived experience is dismissed because you don’t have the “right” accreditation or institutional label — even if your outcomes speak for themselves.,When You&#x27;re Qualified — But Not Recognised,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/gatekeeping-devices/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/loop-logic/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/loop-logic/,ssa:loop-logic,Loop Logic,"When a system requires constant reproof of need, identity, or eligibility — even after a person has already been verified. Often used to delay or deny support through “process over person” logic.","Endless Proof, No Resolution",https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/system-led-distortion/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/masked-minimising/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/masked-minimising/,ssa:masked-minimising,Masked Minimising,Responding to someone’s hardship with upbeat clichés or silver linings that deflect from what they’re actually feeling or saying.,Dismissing Pain with a Grin,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/weaponised-positivity/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/metadata-erasure/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/metadata-erasure/,ssa:metadata-erasure,Metadata Erasure,"The stripping of origin, context, or authorship from digital knowledge—especially when used to feed AI or system development without consent.","When the System Keeps the Info, Not the Author",https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/digital-sovereignty/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/mindset-splaining/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/mindset-splaining/,ssa:mindset-splaining,Mindset Splaining,"Blaming structural oppression on an individual’s “mindset,” as though positive thinking alone resolves systemic harm.",Toxic Positivity as Deflection,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/co-opted-patterns/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/misplacement-strategy/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/misplacement-strategy/,ssa:misplacement-strategy,Misplacement Strategy,Passing concerns from agency to agency until the original issue is diluted or abandoned. This form of bureaucratic ping-pong deflects responsibility under the guise of referral.,“We Don’t Handle That Here”,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/systemic-bypass/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/navigational-exhaustion/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/navigational-exhaustion/,ssa:navigational-exhaustion,Navigational Exhaustion,"The exhaustion, burnout or disengagement caused by requiring people to navigate highly fragmented governance, service, legislative or compliance systems simultaneously. Navigational Exhaustion disproportionately impacts disabled people, neurodivergent people, people using AAC, people in crisis, peer advocates and families.",When Systems Become Too Complex to Access Safely,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/neurocorrective-framing/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/neurocorrective-framing/,ssa:neurocorrective-framing,Neurocorrective Framing,"Reframing neurodivergence as dysfunction that needs correcting, rather than validating it as a legitimate cognitive experience.",Rewording Neurodivergence as Defect,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/co-opted-patterns/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/opportunity-lockout/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/opportunity-lockout/,ssa:opportunity-lockout,Opportunity Lockout,"When pathways exist in theory but no one ever responds to your application, email, or offer — so you're told “you didn’t try,” while your efforts are erased.",The Silent Rejection Loop,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/gatekeeping-devices/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/optics-over-ownership/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/optics-over-ownership/,ssa:optics-over-ownership,Optics Over Ownership,When people with lived experience are invited to a table but not allowed to set the agenda—or are only included to validate predetermined outcomes.,"Inviting Us In, Then Talking Over Us",https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/coercive-collaboration/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/paper-based-empathy/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/paper-based-empathy/,ssa:paper-based-empathy,Paper-Based Empathy,When systems rely on written policies to demonstrate “support” but refuse to enforce those policies meaningfully when abuse or discrimination occurs.,Policies That Don’t Protect People,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/accessibility-abuse/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/paper-based-inclusion/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/paper-based-inclusion/,ssa:paper-based-inclusion,Paper-Based Inclusion,When a support exists on paper but not in practice — and the burden of proof is pushed onto the person who was excluded.,Policy Promises Without Delivery,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/weaponised-access/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/pattern-theft/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/pattern-theft/,ssa:pattern-theft,Pattern Theft,"When institutions or influencers extract language, frameworks, or tools born from survival — and repackage them as marketable products, losing context and diluting power.",Repackaging Lived Experience Without Consent,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/strategic-self-advocacy-lexicon/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performance-inclusion/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performance-inclusion/,ssa:performance-inclusion,Performance Inclusion,Inviting lived-experience contributors to consultations or panels without any intention to incorporate their recommendations. This uses presence as permission—conflating being seen with being heard or empowered.,Symbolic Participation Without Influence,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/systemic-bypass/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performative-inclusion/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performative-inclusion/,ssa:performative-inclusion,Performative Inclusion,"Offering surface-level inclusion for show (e.g. diverse images or “voice of lived experience” panels) without transferring actual power, decision-making, or compensation.",Visibility Without Power,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/accessibility-abuse/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performatory-inclusion/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/performatory-inclusion/,ssa:performatory-inclusion,Performatory Inclusion,"Offering tokenistic roles or visibility while keeping decision-making power behind closed doors. Inclusion as branding, not equity.","Public Inclusion, Private Exclusion",https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/institutional-mimicry/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/platform-jacking/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/platform-jacking/,ssa:platform-jacking,Platform Jacking,"When someone with more visibility “amplifies” a lived-experience message—then becomes the spokesperson, drowning out the original voice.",Using Your Megaphone to Mute Others,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/extractive-allyship/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/platformed-displacement/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/platformed-displacement/,ssa:platformed-displacement,Platformed Displacement,"When the system boosts extracted insights through professional channels while the original authors remain invisible, unfunded, or de-platformed. This shifts cultural capital to institutions that did not generate the knowledge they profit from.",Algorithmic Uplift Without Community Power,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/digital-extraction/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/policy-stack-saturation/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/policy-stack-saturation/,ssa:policy-stack-saturation,Policy Stack Saturation,"The accumulation of policies, frameworks, standards, procedures, audits and compliance obligations to the point where systems become internally contradictory, unmanageable or functionally inaccessible. Policy Stack Saturation often creates implementation bottlenecks, inaccessible compliance systems, worker overload, governance confusion and symbolic rather than operational compliance.",When Systems Collapse Under Their Own Governance Layers,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/positivity-policing/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/positivity-policing/,ssa:positivity-policing,Positivity Policing,The enforcement of “positive vibes only” in spaces where real harm needs to be named. Often used to silence lived experience or distress.,When You’re Only Welcome if You Smile,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/weaponised-positivity/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/process-as-obstruction/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/process-as-obstruction/,ssa:process-as-obstruction,Process as Obstruction,"When the complaints or reform process is made deliberately confusing, untraceable, or repetitive. Designed to overwhelm or discredit the complainant through technicalities, not truth.",Weaponising Red Tape,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/systemic-bypass/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/protocol-hijack/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/protocol-hijack/,ssa:protocol-hijack,Protocol Hijack,"When self-created coping strategies—like scripts, charts, or visual prompts—are adopted by professionals and reframed as clinical tools, often with no reference to neurodivergent origins.",Copying Our Structures Without Our Voice,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/neurodivergent-pattern-theft/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/protocol-layer/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/protocol-layer/,ssa:protocol-layer,Protocol Layer,"A protocol layer is the ruleset underneath a system — the part that determines whether your meaning travels safely, or gets reinterpreted against you. SSA™ builds a lived-experience-led protocol layer to guard against systemic distortion.",The Foundation for Semantic Integrity,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/strategic-self-advocacy-lexicon/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/puzzle-framing/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/puzzle-framing/,ssa:puzzle-framing,Puzzle Framing,When system failure is reframed as your inability to “fit” — and you're expected to change yourself instead of the structure.,Recasting Barriers as Personal Deficits,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/gatekeeping-devices/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/reflective-displacement/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/reflective-displacement/,ssa:reflective-displacement,Reflective Displacement,Centres the ally’s feelings about injustice instead of the injustice itself—shifting focus and labour back onto the marginalised person.,Making Your Guilt the Main Character,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/extractive-allyship/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/reform-theatre/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/reform-theatre/,ssa:reform-theatre,Reform Theatre,"The repeated public declaration of reforms, commitments or strategic transformations without equivalent investment in implementation infrastructure, accountability systems or operational redesign. Reform Theatre is closely related to Cosmetic Reform and Inclusion Theatre, but specifically describes public reform cycles, announcement infrastructure and repeated relaunches of change without measurable structural transition.",Announcing Change Faster Than Systems Can Change,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/safetysplaining/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/safetysplaining/,ssa:safetysplaining,Safetysplaining,"Using “safety” to justify silencing, excluding, or overriding a person’s needs or voice.",When &quot;Safety&quot; Becomes a Muzzle,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/co-opted-patterns/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/sanitised-survival/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/sanitised-survival/,ssa:sanitised-survival,Sanitised Survival,"Turning a complex, painful lived experience into an inspirational story that removes the systemic context — making it easier to consume, but harder to challenge.",Rewriting Struggle as Inspiration,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/narrative-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-governance-drift/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-governance-drift/,ssa:semantic-governance-drift,Semantic Governance Drift,"The gradual divergence of terminology, definitions and governance language across systems, resulting in semantic fragmentation. Semantic Governance Drift weakens interoperability, implementation, accountability, evaluation and participation.",When Every Framework Uses Different Language for the Same Problem,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/legislation-laundering/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-mining/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-mining/,ssa:semantic-mining,Semantic Mining,"When lived-experience phrases are lifted from social media, feedback forums, or community spaces and reused in policy, branding, or AI without acknowledgment. This practice erases intellectual labour while monetising the emotional truth of marginalised people.",Harvesting Language Without Authorship,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/digital-extraction/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-reframing/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-reframing/,ssa:semantic-reframing,Semantic Reframing,"When neurodivergent expressions of clarity or boundary-setting are reinterpreted as “challenging behaviour,” “rigidity,” or “demand avoidance”—pathologising patterns that are functional or protective.",Rewording Our Truths Into Buzzwords,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/neurodivergent-pattern-theft/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-rewash/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-rewash/,ssa:semantic-rewash,Semantic Rewash,"Taking raw, emotional, or grassroots language from lived experience and rewording it into palatable, institutional-sounding frameworks—often to remove its power or traceability.",Pattern Theft in Polished Language,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/digital-sovereignty/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-sovereignty/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/semantic-sovereignty/,ssa:semantic-sovereignty,Semantic Sovereignty,"The right to define, anchor, and distribute your own meaning — without institutional reframing. A core concept of SSA™ and the reason behind this glossary.",Owning the Meaning You Make,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/strategic-self-advocacy-lexicon/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/silence-framed-support/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/silence-framed-support/,ssa:silence-framed-support,Silence-Framed Support,"Support that is only offered to those who remain passive or non-critical. Speaking out leads to exclusion, withheld services, or reputational retaliation.",Only Safe When You’re Silent,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/accessibility-abuse/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/splaining/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/splaining/,ssa:splaining,Splaining,"“Splaining” is not a typo. It’s a pattern. These terms expose tactics that reframe harm as help, control as care, and oppression as oversight. When someone insists they’re helping—but their help strips you of autonomy, authorship, or agency.",Power Dressed as Care,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/co-opted-patterns/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/ssa/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/ssa/,ssa:ssa,SSA™,"A trauma-informed, systems-aware framework for reclaiming power. SSA™ is not a method of “being better behaved in broken systems.” It’s a protocol layer for surviving and influencing them with your dignity intact.",Strategic Self-Advocacy,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/strategic-self-advocacy-lexicon/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/strategic-avoidance/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/strategic-avoidance/,ssa:strategic-avoidance,Strategic Avoidance,"When systems claim to be receptive to feedback but repeatedly route it to dead ends, irrelevant staff, or delayed “future planning cycles.” This tactic creates the illusion of inclusion while exhausting participants into silence.",Refusing Direct Engagement While Appearing Open,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/systemic-bypass/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/structural-ghosting/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/structural-ghosting/,ssa:structural-ghosting,Structural Ghosting,"When no reply is the reply — because your voice isn’t seen as valuable, your insight isn’t welcome, or your presence threatens the status quo.",Being Intentionally Ignored by Design,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/gatekeeping-devices/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
https://www.mcloughlin.world/glossaries/ssa-lexicon/term/tokenistic-invitations/#concept,https://www.mcloughlin.world/glossaries/ssa-lexicon/term/tokenistic-invitations/,ssa:tokenistic-invitations,Tokenistic Invitations,When you're invited to the table for optics — but not decision-making. Your presence is used to validate a process you don’t control.,Visibility Without Influence,https://www.mcloughlin.world/glossaries/ssa-lexicon/scheme/gatekeeping-devices/,published,0.2.0,en-AU,https://www.mcloughlin.world/#sarah-ailish-mcloughlin,https://creativecommons.org/licenses/by/4.0/
